MPI,	OMP,	Send MSG,	OMP time,	Array,	Recv msg,	total time
17,23,	0.393978,	0.139328,	0.038859,	0.193563,	2.026849
17,24,	0.337221,	0.097996,	0.032411,	0.193846,	1.933547
18,1,	0.495830,	0.174953,	0.025380,	0.409009,	2.675363
18,2,	0.418185,	0.120857,	0.024541,	0.290099,	1.791560
18,3,	0.550019,	0.152668,	0.047498,	0.286901,	1.746687
18,4,	0.648855,	0.170939,	0.045350,	0.321201,	1.758355
18,5,	0.821940,	0.195552,	0.037655,	0.432558,	2.154454
18,6,	1.016608,	0.176945,	0.025278,	0.501156,	2.371693
18,7,	1.088787,	0.225930,	0.042326,	0.529200,	2.470481
18,8,	1.221577,	0.191898,	0.102684,	0.569253,	2.720907
18,9,	1.302192,	0.272555,	0.109143,	0.577348,	2.905581
18,10,	1.589525,	0.244698,	0.038726,	0.647953,	3.235732
18,11,	1.660995,	0.249938,	0.072620,	0.771775,	3.531154
18,12,	1.865651,	0.295863,	0.024957,	0.845114,	3.669627
18,13,	0.370769,	0.167007,	0.025670,	0.213597,	1.353286
18,14,	0.386222,	0.162050,	0.035551,	0.182827,	1.316992
18,15,	0.436125,	0.148620,	0.044213,	0.216814,	1.321047
18,16,	0.387685,	0.166970,	0.025517,	0.186164,	1.352301
18,17,	0.360711,	0.153120,	0.040130,	0.221051,	1.402756
18,18,	0.367536,	0.100108,	0.038158,	0.201963,	1.384782
18,19,	0.357721,	0.095811,	0.025656,	0.199488,	1.346381
18,20,	0.365526,	0.144926,	0.027830,	0.193087,	1.308979
18,21,	0.369454,	0.100083,	0.052136,	0.201707,	1.296833
18,22,	0.377079,	0.089193,	0.026151,	0.185248,	1.387091
18,23,	0.387756,	0.157014,	0.033538,	0.190836,	1.346147
18,24,	0.361871,	0.160937,	0.027459,	0.199308,	1.361675
19,1,	0.494844,	0.174779,	0.024767,	0.410491,	2.672886
19,2,	0.478406,	0.167854,	0.025134,	0.330893,	1.866359
19,3,	0.606104,	0.199484,	0.037680,	0.357321,	1.960114
19,4,	0.914267,	0.161833,	0.063471,	0.438974,	2.394469
19,5,	0.937562,	0.224535,	0.025165,	0.508694,	2.433503
19,6,	1.028174,	0.253929,	0.071536,	0.475692,	2.474568
19,7,	1.139842,	0.241426,	0.059407,	0.601602,	2.767857
19,8,	1.249249,	0.237628,	0.047318,	0.645471,	2.873990
19,9,	1.336000,	0.239933,	0.119012,	0.697459,	3.233641
19,10,	1.656002,	0.288923,	0.065113,	0.794837,	3.401134
19,11,	1.832010,	0.328922,	0.053109,	0.848696,	3.837149
19,12,	1.867508,	0.353412,	0.084240,	0.804574,	3.821087
19,13,	0.387923,	0.204831,	0.051600,	0.218404,	1.506210
19,14,	0.376941,	0.083359,	0.026373,	0.227877,	1.438973
19,15,	0.392393,	0.146799,	0.040977,	0.240649,	1.458206
19,16,	0.369069,	0.167032,	0.026380,	0.230814,	1.426965
19,17,	0.413303,	0.130641,	0.030028,	0.206450,	1.405522
19,18,	0.399126,	0.140130,	0.065288,	0.202669,	1.428988
19,19,	0.408161,	0.205091,	0.026656,	0.212379,	1.427535
19,20,	0.408851,	0.152172,	0.026982,	0.221538,	1.469770
19,21,	0.388592,	0.092423,	0.036161,	0.217335,	1.614829
19,22,	0.520012,	0.141944,	0.058463,	0.216446,	1.580440
19,23,	0.408190,	0.203196,	0.029913,	0.219609,	1.483755
19,24,	0.390397,	0.201964,	0.025578,	0.199909,	1.512519
20,1,	0.494179,	0.174615,	0.025283,	0.408028,	1.759041
20,2,	0.460806,	0.200799,	0.025097,	0.348308,	1.449791
20,3,	0.538091,	0.190951,	0.045057,	0.324192,	1.501848
20,4,	1.049318,	0.182858,	0.038257,	0.450114,	2.079647
20,5,	1.050500,	0.202909,	0.055073,	0.489348,	2.084678
20,6,	0.949011,	0.208927,	0.079721,	0.530329,	2.201149
20,7,	1.156316,	0.311571,	0.048606,	0.562277,	2.433034
20,8,	1.240183,	0.249929,	0.063200,	0.656805,	2.659056
20,9,	1.296765,	0.293162,	0.115656,	0.712040,	2.813425
20,10,	1.712595,	0.240682,	0.145823,	0.795972,	3.322943
20,11,	1.787310,	0.349164,	0.134628,	0.877433,	3.514513
20,12,	2.125865,	0.308028,	0.077121,	0.892424,	3.750545
20,13,	0.380981,	0.121764,	0.049733,	0.223132,	1.118914
20,14,	0.395886,	0.144153,	0.058137,	0.234720,	1.190434
20,15,	0.429810,	0.196226,	0.026458,	0.238433,	1.231605
20,16,	0.421655,	0.195033,	0.038802,	0.231456,	1.197313
20,17,	0.417834,	0.085953,	0.025500,	0.242917,	1.221887
20,18,	0.413809,	0.227870,	0.026301,	0.215573,	1.171689
20,19,	0.433242,	0.189548,	0.025231,	0.199547,	1.179453
20,20,	0.382459,	0.159692,	0.054907,	0.219441,	1.133992
20,21,	0.379541,	0.230761,	0.029629,	0.208636,	1.153611
20,22,	0.393019,	0.212878,	0.104958,	0.214724,	1.167076
20,23,	0.511194,	0.153743,	0.027814,	0.212715,	1.202917
20,24,	0.470909,	0.176178,	0.034607,	0.252948,	1.295441
21,1,	0.494969,	0.174907,	0.024882,	0.410566,	2.674390
21,2,	0.589359,	0.177655,	0.037468,	0.319638,	2.005916
21,3,	0.881323,	0.206261,	0.038211,	0.433874,	2.400791
21,4,	0.889001,	0.183916,	0.071702,	0.407103,	2.398930
21,5,	0.895642,	0.216930,	0.052172,	0.491388,	2.603079
21,6,	1.141207,	0.259696,	0.045946,	0.555014,	2.649416
21,7,	1.269401,	0.325872,	0.050371,	0.650756,	2.913553
21,8,	1.460004,	0.331290,	0.067266,	0.742731,	3.380553
21,9,	1.605240,	0.223180,	0.132602,	0.766118,	3.456255
21,10,	1.782882,	0.337993,	0.096874,	0.841273,	3.663951
21,11,	1.878092,	0.333794,	0.167136,	0.857376,	4.031718
21,12,	1.936927,	0.345453,	0.168914,	0.951244,	4.214872
21,13,	0.428680,	0.174623,	0.025488,	0.286144,	1.671682
21,14,	0.529564,	0.110183,	0.027055,	0.271677,	1.545185
21,15,	0.422590,	0.199943,	0.047402,	0.235613,	1.530905
21,16,	0.437697,	0.117635,	0.028981,	0.237803,	1.543931
21,17,	0.439068,	0.190658,	0.051826,	0.282685,	1.573435
21,18,	0.443091,	0.206491,	0.050932,	0.241416,	1.622557
21,19,	0.417775,	0.137450,	0.052214,	0.279367,	1.658396
21,20,	0.447266,	0.144916,	0.029547,	0.241312,	1.589230
21,21,	0.400039,	0.170664,	0.027153,	0.281636,	1.549948
21,22,	0.444781,	0.096125,	0.036702,	0.243958,	1.633584
21,23,	0.426030,	0.167675,	0.025239,	0.239104,	1.562636
21,24,	0.582613,	0.119477,	0.027068,	0.226390,	1.614156
22,1,	0.495189,	0.174551,	0.025388,	0.411083,	1.762685
22,2,	0.577291,	0.158873,	0.033884,	0.334982,	1.594253
22,3,	0.786951,	0.187239,	0.044254,	0.454579,	1.825590
22,4,	0.780953,	0.209238,	0.071690,	0.424624,	1.876864
22,5,	1.010510,	0.230417,	0.073041,	0.541318,	2.248811
22,6,	1.100903,	0.262821,	0.084372,	0.552421,	2.388750
22,7,	1.274073,	0.292888,	0.084721,	0.626469,	2.632861
22,8,	1.311462,	0.326913,	0.124984,	0.731808,	2.854723
22,9,	1.553596,	0.301923,	0.044440,	0.917779,	3.249718
22,10,	1.882255,	0.255997,	0.145901,	0.924626,	3.679986
22,11,	2.066005,	0.355922,	0.039936,	0.924522,	3.729776
22,12,	2.215532,	0.370923,	0.118924,	1.007149,	4.024486
22,13,	0.436721,	0.129378,	0.056416,	0.252165,	1.227345
22,14,	0.425858,	0.155573,	0.055491,	0.294570,	1.261599
22,15,	0.432374,	0.204688,	0.038479,	0.293282,	1.264161
22,16,	0.442661,	0.203126,	0.025813,	0.268300,	1.257255
22,17,	0.421491,	0.118717,	0.037104,	0.272843,	1.288516
22,18,	0.453749,	0.258324,	0.074837,	0.262669,	1.296690
22,19,	0.438452,	0.155050,	0.036180,	0.248241,	1.209008
22,20,	0.441212,	0.176793,	0.034958,	0.290148,	1.253487
22,21,	0.463396,	0.215769,	0.029249,	0.221584,	1.228267
22,22,	0.423106,	0.233539,	0.038570,	0.228227,	1.219697
22,23,	0.451314,	0.241191,	0.076359,	0.259429,	1.253898
22,24,	0.443329,	0.377048,	0.026961,	0.270937,	1.268104
23,1,	0.496665,	0.174707,	0.025509,	0.410358,	1.760494
23,2,	0.705154,	0.180656,	0.038162,	0.468545,	1.903126
23,3,	0.777556,	0.195942,	0.060117,	0.430910,	2.019356
23,4,	0.986950,	0.212935,	0.079658,	0.486274,	2.212965
23,5,	1.002829,	0.215935,	0.072584,	0.521994,	2.292990
23,6,	1.169775,	0.216521,	0.143206,	0.612803,	2.552989
23,7,	1.136986,	0.345952,	0.040078,	0.715600,	2.629975
23,8,	1.349477,	0.331960,	0.095142,	0.768487,	2.887036
23,9,	1.743948,	0.294036,	0.032923,	0.868028,	3.419747
23,10,	1.790094,	0.312742,	0.103620,	0.878735,	3.481632
23,11,	2.075142,	0.325216,	0.125153,	0.972757,	3.940841
23,12,	2.264856,	0.275939,	0.092021,	1.032551,	4.061709
23,13,	0.502178,	0.129295,	0.082793,	0.349004,	1.341758
23,14,	0.470185,	0.219211,	0.124639,	0.309650,	1.315593
23,15,	0.412393,	0.203076,	0.058806,	0.244004,	1.186277
23,16,	0.432852,	0.180914,	0.024920,	0.296006,	1.366441
23,17,	0.419457,	0.169454,	0.031568,	0.271156,	1.267411
23,18,	0.415829,	0.150998,	0.025352,	0.361537,	1.544657
23,19,	0.394603,	0.170436,	0.058304,	0.270898,	1.248217
23,20,	0.430842,	0.171990,	0.051587,	0.263732,	1.304615
23,21,	0.576033,	0.146209,	0.041233,	0.295429,	1.329800
23,22,	0.413256,	0.214262,	0.025111,	0.292541,	1.290844
23,23,	0.619785,	0.214978,	0.048393,	0.322260,	1.345453
23,24,	0.431676,	0.231714,	0.071437,	0.278754,	1.336036
24,1,	0.494797,	0.174959,	0.025435,	0.408267,	1.318598
24,2,	0.755075,	0.189775,	0.038496,	0.481561,	1.718213
24,3,	0.818241,	0.224961,	0.074086,	0.501506,	1.831514
24,4,	0.777183,	0.241015,	0.073971,	0.471806,	1.789926
24,5,	0.970572,	0.279928,	0.066193,	0.549183,	2.059596
24,6,	1.024216,	0.327931,	0.065540,	0.638548,	2.309134
24,7,	1.328964,	0.252918,	0.083919,	0.637900,	2.499982
24,8,	1.559396,	0.276165,	0.102483,	0.782295,	3.001234
24,9,	1.755197,	0.404957,	0.113975,	0.852268,	3.298079
24,10,	2.006639,	0.404851,	0.098240,	1.023132,	3.778978
24,11,	2.106778,	0.441778,	0.071272,	0.967252,	3.883086
24,12,	2.121720,	0.540965,	0.129144,	1.165417,	4.252982
24,13,	0.455451,	0.190183,	0.037689,	0.336744,	1.184425
24,14,	0.471093,	0.126379,	0.063880,	0.262368,	1.164581
24,15,	0.412392,	0.219358,	0.033216,	0.339214,	1.167113
24,16,	0.511976,	0.128610,	0.049483,	0.275780,	1.166249
24,17,	0.551128,	0.138006,	0.027104,	0.339169,	1.205620
24,18,	0.429833,	0.222477,	0.025518,	0.283806,	1.185601
24,19,	0.590739,	0.128295,	0.025623,	0.350391,	1.256913
24,20,	0.595378,	0.110689,	0.057277,	0.248029,	1.198052
24,21,	0.420912,	0.143765,	0.038977,	0.296699,	1.225617
24,22,	0.437473,	0.369102,	0.026183,	0.271558,	1.172777
24,23,	0.422096,	0.210421,	0.030969,	0.236858,	1.194833
24,24,	0.421202,	0.125887,	0.026759,	0.316111,	1.247576
