7,24,	0.968941,	0.346619,	0.438840,	0.472523,	2.919395	
8,1,	1.847055,	3.031557,	0.373204,	1.598186,	7.146623	
8,2,	1.402221,	1.575964,	0.386822,	1.006699,	4.694703	
8,3,	1.362003,	1.135890,	0.361594,	0.853324,	3.949720	
8,4,	1.227456,	0.880461,	0.361466,	0.712241,	3.468739	
8,5,	1.141999,	0.708937,	0.392985,	0.705953,	3.294502	
8,6,	1.074745,	0.645196,	0.402103,	0.641659,	3.056137	
8,7,	1.058000,	0.526932,	0.370286,	0.562860,	2.886987	
8,8,	1.006098,	0.496457,	0.360791,	0.484965,	2.819990	
8,9,	1.017514,	0.527431,	0.351220,	0.521468,	2.795362	
8,10,	1.013060,	0.428879,	0.373701,	0.531448,	2.720973	
8,11,	1.026181,	0.449757,	0.363113,	0.544368,	2.703542	
8,12,	0.943059,	0.444857,	0.363901,	0.502196,	2.558953	
8,13,	1.043054,	0.348787,	0.396221,	0.563862,	2.601599	
8,14,	0.959223,	0.335704,	0.410046,	0.543898,	2.535079	
8,15,	0.968060,	0.443906,	0.373244,	0.528036,	2.537800	
8,16,	0.962100,	0.396014,	0.400720,	0.530635,	2.591598	
8,17,	0.999043,	0.347395,	0.379822,	0.528485,	2.623855	
8,18,	0.951052,	0.356977,	0.403457,	0.575624,	2.630799	
8,19,	0.979505,	0.458467,	0.375950,	0.461959,	2.642708
8,20,	0.965052,	0.421895,	0.404797,	0.564460,	2.629132
8,21,	0.932055,	0.428732,	0.402654,	0.470480,	2.565816
8,22,	0.964405,	0.390270,	0.405104,	0.503892,	2.602544
8,23,	0.957063,	0.487906,	0.409065,	0.504985,	2.641728
8,24,	0.950058,	0.437925,	0.400571,	0.501335,	2.604991
9,1,	2.628004,	1.820986,	0.225497,	2.143552,	23.21234	
9,2,	2.041008,	0.912013,	0.224623,	1.381513,	8.999122
9,3,	1.641005,	0.643876,	0.225105,	1.142419,	7.110034
9,4,	1.580002,	0.486934,	0.225152,	1.004815,	6.426220
9,5,	1.579003,	0.371466,	0.228386,	0.957865,	6.132763
9,6,	1.534001,	0.381930,	0.276579,	0.908998,	6.016017
9,7,	1.534004,	0.307929,	0.185291,	0.875891,	5.647120
9,8,	1.427008,	0.243968,	0.204494,	0.826724,	5.445885
9,9,	1.391005,	0.310936,	0.225006,	0.847422,	5.668120
9,10,	1.442002,	0.246940,	0.224013,	0.725218,	5.523210
,11,	1.483001,	0.267496,	0.256108,	0.751996,	5.526302
9,12,	1.357003,	0.219010,	0.280400,	0.755462,	5.443915
9,13,	1.396614,	0.185408,	0.249337,	0.797871,	5.043989
9,14,	1.458426,	0.184543,	0.192725,	0.768683,	5.100511
9,15,	1.359488,	0.195751,	0.227396,	0.762346,	4.934669
9,16,	1.339526,	0.164599,	0.207479,	0.807971,	5.300086
9,17,	1.420559,	0.220704,	0.237971,	0.735977,	5.068008
9,18,	1.309526,	0.225495,	0.211840,	0.714975,	4.927310
9,19,	1.415747,	0.220202,	0.184232,	0.736697,	5.050274
9,20,	1.349052,	0.259912,	0.161267,	0.767998,	5.080973
9,21,	1.351421,	0.238575,	0.169886,	0.773998,	5.207699
9,22,	1.394680,	0.283310,	0.205259,	0.777704,	5.130527
9,23,	1.403634,	0.242518,	0.195439,	0.739900,	5.363202
9,24,	1.298662,	0.198076,	0.226027,	0.784997,	5.237472
10,1,	2.552006,	1.813486,	0.225416,	2.139001,	13.78383	
10,2,	2.078005,	0.947736,	0.225142,	1.369076,	6.748067
10,3,	1.782003,	0.674928,	0.224077,	1.096489,	5.467248
10,4,	1.727004,	0.589933,	0.225076,	1.041001,	5.057919
10,5,	1.564004,	0.417705,	0.272113,	0.962916,	4.707535
10,6,	1.542001,	0.361937,	0.242939,	0.782632,	4.393129
10,7,	1.602004,	0.325932,	0.225497,	0.879749,	4.384121
10,8,	1.521003,	0.229453,	0.250876,	0.841690,	4.334689
10,9,	1.465002,	0.357933,	0.214528,	0.751031,	4.195214
10,10,	1.468003,	0.262058,	0.241119,	0.740272,	4.055143
10,11,	1.411003,	0.307930,	0.219257,	0.732872,	4.181304
10,12,	1.417001,	0.252903,	0.220956,	0.747041,	3.934351
10,13,	1.401119,	0.195842,	0.249261,	0.765689,	3.907531
10,14,	1.427171,	0.197278,	0.267087,	0.763822,	3.939128
10,15,	1.426082,	0.219286,	0.305843,	0.801997,	3.925360
10,16,	1.434089,	0.215119,	0.246711,	0.774810,	3.941221
10,17,	1.421170,	0.196657,	0.269528,	0.757711,	3.918735
10,18,	1.416198,	0.212756,	0.278729,	0.787999,	4.000868
10,19,	1.411910,	0.134008,	0.303562,	0.725637,	3.849535
10,20,	1.301048,	0.180283,	0.299838,	0.741638,	3.802956
10,21,	1.368167,	0.219199,	0.295016,	0.729565,	4.023452
10,22,	1.357061,	0.226927,	0.325413,	0.719907,	3.874125
10,23,	1.258107,	0.281951,	0.277625,	0.704451,	3.843682
10,24,	1.366642,	0.264349,	0.240240,	0.689138,	3.891601
11,1,	3.224003,	2.168673,	0.269415,	2.515176,	16.672246	
11,2,	2.287004,	1.123091,	0.269169,	1.585037,	7.925684
11,3,	2.058004,	0.809903,	0.255285,	1.354643,	6.583279	
11,4,	2.018002,	0.666922,	0.269238,	1.173167,	5.946656	
11,5,	1.887394,	0.466703,	0.279566,	1.096544,	5.514141	
11,6,	1.920018,	0.362050,	0.285529,	1.005949,	5.123348	
11,7,	1.780661,	0.421274,	0.266313,	0.969992,	4.987360	
11,8,	1.747001,	0.427585,	0.237815,	0.977297,	4.970797	
11,9,	1.798875,	0.316068,	0.295353,	0.946049,	4.826178	
11,10,	1.708002,	0.349939,	0.330467,	0.863953,	4.692695	
11,11,	1.691003,	0.251945,	0.333286,	0.831069,	4.710356	
11,12,	1.693005,	0.273928,	0.291612,	0.889882,	4.805824	
11,13,	1.738121,	0.238940,	0.314048,	0.945179,	4.778225	
11,14,	1.689440,	0.183546,	0.353145,	0.840988,	4.463966	
11,15,	1.591207,	0.139904,	0.291256,	0.916515,	4.579871	
11,16,	1.696887,	0.236085,	0.337808,	0.871118,	4.637128	
11,17,	1.646092,	0.215866,	0.396735,	0.870993,	4.544210	
11,18,	1.536000,	0.228559,	0.300068,	0.913495,	4.659896	
11,19,	1.530856,	0.233230,	0.294511,	0.952312,	4.584894	
11,20,	1.585111,	0.237556,	0.380366,	0.766403,	4.465055	
11,21,	1.633499,	0.206027,	0.332387,	0.864209,	4.638324	
11,22,	1.583062,	0.340949,	0.302494,	0.875854,	4.633194	
11,23,	1.623824,	0.256162,	0.301511,	0.912984,	4.844499	
11,24,	1.557182,	0.311801,	0.359495,	0.796157,	4.587282	
12,1,	3.103007,	2.138577,	0.325058,	2.529990,	11.251552	
12,2,	2.450002,	1.134020,	0.260608,	1.638998,	7.013341	
12,3,	2.021004,	0.852922,	0.264217,	1.294040,	5.553335	
12,4,	1.969005,	0.606910,	0.275033,	1.268995,	5.233740	
12,5,	1.926006,	0.556927,	0.248771,	1.118127,	4.852382	
12,6,	1.813000,	0.521939,	0.264724,	0.923099,	4.562675	
12,7,	1.670002,	0.493945,	0.257555,	1.004981,	4.437579	
12,8,	1.752001,	0.436940,	0.267402,	0.931897,	4.329927	
12,9,	1.723002,	0.401945,	0.301564,	0.952134,	4.280852	
12,10,	1.656005,	0.371943,	0.264357,	0.907195,	4.225254	
12,11,	1.654002,	0.385936,	0.265032,	0.817976,	4.180366	
12,12,	1.694000,	0.424047,	0.267261,	0.838677,	4.122504	
12,13,	1.652005,	0.138583,	0.370488,	0.972745,	4.007064	
12,14,	1.683117,	0.254178,	0.327476,	0.924960,	4.113490	
12,15,	1.684103,	0.264668,	0.284381,	0.923408,	3.998258	
12,16,	1.682045,	0.266953,	0.329048,	0.940730,	4.037403	
12,17,	1.671999,	0.217143,	0.376154,	0.864918,	4.126201	
12,18,	1.647906,	0.235580,	0.281469,	0.907210,	4.111193	
12,19,	1.694071,	0.246687,	0.352224,	0.768856,	3.883584	
,20,	1.647001,	0.266315,	0.316302,	0.845608,	3.951106	
12,21,	1.678817,	0.264895,	0.337719,	0.813586,	3.894217	
12,22,	1.637380,	0.333571,	0.270838,	0.907984,	4.075184	
12,23,	1.635058,	0.323104,	0.324595,	0.942039,	4.000675	
12,24,	1.651086,	0.330015,	0.321710,	0.884978,	4.145299	
13,1,	3.697999,	2.540528,	0.313501,	2.870990,	19.462178
13,2,	2.826006,	1.326908,	0.312411,	1.985992,	9.144060	
13,3,	2.420005,	0.980915,	0.312234,	1.462992,	7.330252	
13,4,	2.304003,	0.814012,	0.318237,	1.269512,	6.630201	
13,5,	2.269003,	0.611927,	0.313039,	1.214996,	6.320188	
13,6,	2.207003,	0.440899,	0.312086,	1.153989,	5.974119	
13,7,	2.153003,	0.381989,	0.355179,	1.190996,	5.810619	
13,8,	2.041000,	0.438940,	0.313987,	1.026988,	5.614695	
13,9,	2.028001,	0.457964,	0.313161,	1.120992,	6.095188	
13,10,	2.024004,	0.471932,	0.274971,	1.036995,	5.423333	
13,11,	2.069005,	0.369905,	0.321752,	0.946781,	5.440160	
13,12,	2.062002,	0.352935,	0.327254,	1.014988,	5.456404	
13,13,	1.984000,	0.252987,	0.361998,	1.067216,	5.324240	
13,14,	1.985203,	0.262820,	0.391555,	0.968993,	5.377162	
13,15,	1.920526,	0.270287,	0.312285,	0.907815,	5.144616	
13,16,	1.927093,	0.278110,	0.364177,	0.967303,	5.371346	
13,17,	1.921002,	0.241448,	0.375800,	0.926994,	5.325695	
13,18,	1.958602,	0.250376,	0.388334,	0.875277,	5.199488	
13,19,	1.862076,	0.344987,	0.422973,	0.853613,	5.096353	
13,20,	1.949487,	0.294007,	0.356914,	0.980993,	5.333336	
13,21,	2.089494,	0.235435,	0.346690,	0.934052,	5.370246	
13,22,	1.871619,	0.291850,	0.321136,	0.880960,	5.510713	
13,23,	2.018572,	0.251117,	0.369802,	0.845069,	5.219126	
13,24,	1.909067,	0.404885,	0.390048,	0.907995,	5.237945	
14,1,	3.675005,	2.535565,	0.313492,	2.875995,	13.019734	
14,2,	2.854003,	1.336922,	0.313291,	1.827990,	7.813841	
14,3,	2.541005,	0.999914,	0.317188,	1.504989,	6.543233	
14,4,	2.340004,	0.772994,	0.291014,	1.287994,	6.056660	
14,5,	2.289007,	0.643264,	0.330617,	1.158992,	5.568358	
14,6,	2.154979,	0.593913,	0.292384,	1.159994,	5.283665	
14,7,	2.184000,	0.558940,	0.335812,	1.150994,	5.173881	
14,8,	2.191382,	0.562553,	0.315328,	1.148959,	5.423100	
14,9,	2.052002,	0.429937,	0.311512,	0.933990,	4.887832	
14,10,	2.085006,	0.329922,	0.316044,	0.982987,	5.104649	
14,11,	2.062999,	0.358940,	0.298795,	0.994994,	4.887095	
14,12,	2.076371,	0.314588,	0.314692,	1.004663,	4.888411	
14,13,	2.018768,	0.291190,	0.247817,	0.994959,	4.598865	
14,14,	1.993777,	0.198159,	0.422477,	0.994504,	4.654003	
14,15,	2.040719,	0.220344,	0.414361,	0.968645,	4.700235	
14,16,	1.967013,	0.287322,	0.294211,	0.977999,	4.573005	
14,17,	1.850097,	0.350675,	0.336480,	0.924987,	4.580200	
14,18,	1.982105,	0.289003,	0.319983,	0.972984,	4.487093	
14,19,	1.922428,	0.186499,	0.361578,	0.985865,	4.601465	
14,20,	1.902999,	0.372171,	0.278021,	0.945987,	4.737403	
14,21,	2.014844,	0.291058,	0.305564,	0.769988,	4.551439	
14,22,	1.937384,	0.376066,	0.307676,	0.960728,	4.851127	
14,23,	1.951118,	0.410948,	0.350043,	0.974958,	4.647221	
14,24,	1.971143,	0.336652,	0.367817,	1.001904,	4.621318	
15,1,	4.198003,	2.852075,	0.434440,	3.260994,	14.776222	
15,2,	3.254003,	1.538074,	0.356735,	1.974993,	8.674067	
15,3,	2.843004,	1.120135,	0.360971,	1.610992,	7.282364	
15,4,	2.834008,	0.818958,	0.361776,	1.393194,	6.575771	
15,5,	2.525002,	0.722476,	0.350893,	1.312989,	6.163452	
15,6,	2.364981,	0.628127,	0.365042,	1.365995,	6.063023	
15,7,	2.392002,	0.590945,	0.360928,	1.233989,	5.580474	
15,8,	2.348001,	0.447953,	0.353849,	1.158557,	5.726353	
15,9,	2.330998,	0.541239,	0.376912,	1.172356,	5.666096	
15,10,	2.391002,	0.505926,	0.358770,	1.131993,	5.427649	
15,11,	2.385003,	0.453959,	0.381399,	1.042945,	5.544658	
15,12,	2.225003,	0.442950,	0.345904,	1.135989,	5.427093	
15,13,	2.216000,	0.230617,	0.472178,	1.171628,	5.336833	
15,14,	2.296474,	0.212503,	0.430341,	1.108992,	5.060131	
15,15,	2.331388,	0.312746,	0.357878,	1.086985,	5.455125	
15,16,	2.202181,	0.299892,	0.395623,	1.005366,	5.121608	
15,17,	2.228001,	0.307029,	0.443210,	1.094988,	5.177005	
15,18,	2.240001,	0.366359,	0.446758,	1.073621,	5.188760	
15,19,	2.238137,	0.267094,	0.389977,	0.907871,	5.222136	
15,20,	2.193056,	0.351495,	0.385111,	1.082569,	5.270134	
15,21,	2.208114,	0.300891,	0.433192,	0.993980,	5.183911	
15,22,	2.237700,	0.247294,	0.399965,	1.011987,	5.091808	
15,23,	2.202765,	0.394126,	0.396167,	0.947060,	5.267347	
15,24,	2.141495,	0.328563,	0.439209,	0.975305,	5.148290	
16,1,	4.154850,	2.903152,	0.346611,	3.337538,	11.70920
16,2,	3.246006,	1.569900,	0.347205,	2.029041,	7.912602	
16,3,	2.838006,	1.078437,	0.434200,	1.554775,	6.852472	
16,4,	2.614006,	0.789942,	0.380011,	1.363877,	6.345840	
16,5,	2.513003,	0.792814,	0.423156,	1.273551,	5.674487	
16,6,	2.435999,	0.649671,	0.362349,	1.219872,	5.615546	
16,7,	2.382004,	0.613110,	0.357501,	1.289693,	5.560534	
16,8,	2.427226,	0.507660,	0.443300,	1.306851,	5.416410	
16,9,	2.281007,	0.549936,	0.356991,	1.150474,	5.281258	
16,10,	2.281167,	0.529555,	0.360613,	1.128924,	5.101761	
16,11,	2.290002,	0.611935,	0.358870,	1.158132,	5.155308	
16,12,	2.239003,	0.489937,	0.370513,	1.120479,	5.178273	
16,13,	2.249999,	0.274990,	0.428128,	1.039024,	4.733648	
16,14,	2.189001,	0.288748,	0.371894,	1.017560,	4.805215	
16,15,	2.152038,	0.353239,	0.356681,	1.086237,	4.796113	
16,16,	2.160468,	0.393522,	0.350591,	0.957176,	4.762625	
16,17,	2.166756,	0.387218,	0.394119,	0.955882,	4.794262	
16,18,	2.157112,	0.374336,	0.434140,	1.054044,	4.651346	
16,19,	2.217997,	0.326957,	0.403459,	0.957858,	4.721104	
16,20,	2.155459,	0.429565,	0.372204,	1.014802,	4.752658	
16,21,	2.190071,	0.393968,	0.348599,	0.964598,	4.727559	
16,22,	2.124887,	0.476077,	0.361124,	0.850019,	4.689620	
16,23,	2.146167,	0.539777,	0.362291,	0.969242,	4.746004	
16,24,	2.194432,	0.257111,	0.422692,	1.001862,	4.991186	
17,1,	5.024004,	1.475564,	0.290350,	3.965994,	42.574986	
17,2,	3.820005,	0.783925,	0.223668,	2.529998,	14.210329	
17,3,	3.414004,	0.556923,	0.206127,	2.327001,	11.944075	
17,4,	3.280005,	0.427923,	0.195174,	1.669971,	11.193949	
17,5,	3.178006,	0.294942,	0.204329,	1.664965,	10.475388	
17,6,	2.986005,	0.329932,	0.214290,	1.586970,	9.813486	
17,7,	2.932003,	0.396932,	0.112853,	1.573978,	9.711331	
17,8,	2.892005,	0.262697,	0.141978,	1.443000,	9.526013	
17,9,	2.939007,	0.329927,	0.212017,	1.388989,	10.045528
17,10,	2.906021,	0.237007,	0.179821,	1.488265,	9.588054	
17,11,	2.795007,	0.296941,	0.189363,	1.299978,	9.722754	
17,12,	2.744000,	0.269928,	0.195744,	1.358967,	9.164702	
17,13,	2.750994,	0.143433,	0.236129,	1.344970,	8.915920	
,14,	2.862284,	0.088704,	0.231154,	1.364389,	8.939178	
17,15,	2.678345,	0.183616,	0.177047,	1.419013,	8.858084	
17,16,	2.850011,	0.148965,	0.173117,	1.391971,	8.978021	
17,17,	2.860017,	0.110970,	0.165197,	1.248254,	9.014884	
17,18,	2.691471,	0.144452,	0.180558,	1.426999,	9.026937	
17,19,	2.598107,	0.201786,	0.177617,	1.378999,	9.087038	
17,20,	2.631700,	0.252320,	0.242215,	1.275760,	8.768069	
17,21,	2.764232,	0.113065,	0.203973,	1.339994,	9.581511	
