MPI,	OMP,	Send MSG,	OMP time,	Array,	Recv msg,	total time
17,23,	2.631928,	0.235137,	0.170639,	4.021017,	11.772972	
17,24,	2.690787,	0.231099,	0.290859,	4.046991,	11.969500	
18,1,	5.077002,	1.495946,	0.200641,	3.904996,	25.264173	
18,2,	3.868005,	0.783923,	0.189949,	3.976992,	12.697525	
18,3,	3.335003,	0.633935,	0.189640,	4.020966,	11.303176	
18,4,	3.262006,	0.395206,	0.135244,	3.976990,	11.044851	
18,5,	3.218005,	0.381924,	0.200102,	3.920001,	10.737752	
18,6,	3.044003,	0.313260,	0.203596,	3.876990,	10.303375	
18,7,	3.151428,	0.294513,	0.152590,	3.913963,	10.431675	
18,8,	3.031006,	0.250935,	0.212626,	3.822988,	10.193603	
18,9,	2.774002,	0.349933,	0.217774,	4.042990,	10.052839	
18,10,	2.830003,	0.174947,	0.292578,	3.976993,	9.880140	
18,11,	3.034007,	0.182042,	0.206550,	3.879990,	9.895170	
18,12,	2.913007,	0.220922,	0.255192,	4.118991,	10.131446	
18,13,	3.010009,	0.050292,	0.249950,	3.832996,	9.605791
18,14,	2.837750,	0.080202,	0.224293,	3.945992,	9.616174
18,15,	2.987009,	0.144486,	0.214534,	4.055996,	10.059091	
18,16,	2.665201,	0.213752,	0.255043,	4.081001,	9.844476
18,17,	2.902007,	0.061913,	0.191227,	3.863961,	9.711232
18,18,	2.783059,	0.234499,	0.244093,	3.942958,	9.984041	
18,19,	2.626006,	0.135488,	0.238003,	3.929993,	9.634611
18,20,	2.866009,	0.073962,	0.229929,	4.042991,	9.604561
18,21,	2.695348,	0.161720,	0.205878,	3.977994,	9.531582
18,22,	2.721806,	0.216009,	0.240579,	3.866988,	9.888669
18,23,	2.756808,	0.137802,	0.199630,	4.012983,	9.833211
18,24,	2.578500,	0.224490,	0.277663,	4.132000,	9.807900
19,1,	5.568001,	1.648465,	0.224203,	4.278860,	28.260676
19,2,	4.355002,	0.851933,	0.222548,	4.405995,	14.288643
19,3,	3.827003,	0.558593,	0.277449,	4.342990,	12.798860
19,4,	3.812006,	0.428926,	0.229097,	4.403992,	12.267425	
19,5,	3.472057,	0.451877,	0.240189,	4.385992,	11.491433	
19,6,	3.297004,	0.423928,	0.216633,	4.276964,	11.303488	
19,7,	3.238005,	0.319936,	0.332124,	4.318991,	11.595777	
19,8,	3.237002,	0.394948,	0.219470,	4.200993,	11.331896	
19,9,	3.109003,	0.493937,	0.213679,	4.274811,	11.037288	
19,10,	3.186006,	0.306930,	0.200025,	4.317993,	11.152788	
19,11,	3.256585,	0.219714,	0.215011,	4.385990,	11.079933	
19,12,	3.113002,	0.427936,	0.238318,	4.440988,	11.306558	
19,13,	3.139556,	0.137378,	0.230022,	4.252994,	10.330328	
19,14,	2.906000,	0.122591,	0.280581,	4.354029,	10.536707	
19,15,	2.896135,	0.209199,	0.351132,	4.368990,	10.737767	
19,16,	3.033589,	0.094752,	0.246094,	4.252992,	10.652295	
19,17,	3.123072,	0.116891,	0.214239,	4.242989,	10.772082	
19,18,	3.188433,	0.119555,	0.262859,	4.308780,	10.708435	
19,19,	3.322007,	0.091949,	0.230852,	4.188998,	10.507645	
19,20,	3.015088,	0.189166,	0.274468,	4.399998,	10.745372	
19,21,	2.978199,	0.262821,	0.234454,	4.382950,	10.942338	
19,22,	3.122402,	0.101531,	0.260891,	4.358975,	10.865443	
19,23,	3.000253,	0.223611,	0.282372,	4.311992,	10.735085	
19,24,	3.085720,	0.277941,	0.258005,	4.393991,	11.092381	
20,1,	5.606997,	1.656415,	0.223238,	4.340992,	19.377492	
20,2,	4.319005,	0.912917,	0.222696,	4.537991,	12.754263	
20,3,	3.801007,	0.642918,	0.223181,	4.291966,	11.447769	
20,4,	3.681003,	0.539932,	0.229120,	4.284991,	11.088791	
20,5,	3.336005,	0.563917,	0.222344,	4.329352,	10.578537	
20,6,	3.360226,	0.447705,	0.189672,	4.399992,	10.400924	
20,7,	3.286003,	0.460929,	0.272587,	4.415989,	10.499271	
20,8,	3.131002,	0.368985,	0.238755,	4.294960,	10.071532	
20,9,	3.187005,	0.375923,	0.216810,	4.372991,	10.338795	
20,10,	3.145005,	0.285927,	0.192079,	4.506994,	10.204098	
20,11,	3.270007,	0.261919,	0.231850,	4.177957,	9.882373	
20,12,	3.118004,	0.308977,	0.239286,	4.249993,	9.797979	
20,13,	3.062202,	0.132849,	0.311553,	4.352990,	9.961452	
20,14,	3.053564,	0.115858,	0.274333,	4.384998,	9.572521
20,15,	3.247089,	0.179265,	0.203068,	4.354001,	9.829165
20,16,	3.061114,	0.180982,	0.244163,	4.218991,	9.718174
20,17,	3.318023,	0.070307,	0.198782,	4.263991,	9.791640
20,18,	3.067608,	0.059382,	0.271395,	4.281966,	9.886327
20,19,	3.062061,	0.079205,	0.271782,	4.254903,	9.639638
20,20,	3.030964,	0.229460,	0.250031,	4.275992,	9.803225
20,21,	2.937815,	0.267136,	0.272340,	4.276546,	9.654218
20,22,	2.969276,	0.231265,	0.268982,	4.375991,	9.870009
20,23,	3.004008,	0.132915,	0.234424,	4.394994,	9.878902
20,24,	3.191313,	0.169615,	0.229668,	4.465991,	9.855857
21,1,	6.299006,	1.824902,	0.243912,	4.845996,	31.314667
21,2,	4.751006,	0.928992,	0.244680,	4.739967,	15.226200
21,3,	4.218006,	0.741915,	0.224215,	4.728992,	13.649176
21,4,	3.857003,	0.507113,	0.269758,	4.730705,	13.244711	
21,5,	3.925006,	0.458923,	0.249290,	4.954997,	12.915769	
21,6,	3.682005,	0.348927,	0.220502,	4.621994,	12.148428	
21,7,	3.726008,	0.400903,	0.194577,	4.868997,	12.799396	
21,8,	3.673005,	0.299938,	0.219772,	4.881997,	12.814307	
21,9,	3.760008,	0.283926,	0.311691,	4.659990,	12.205713	
21,10,	3.467922,	0.271109,	0.179978,	4.771996,	12.153334	
21,11,	3.453008,	0.411919,	0.264289,	4.658728,	11.827381	
21,12,	3.583006,	0.340918,	0.259181,	4.681992,	11.659383	
21,13,	3.388132,	0.101327,	0.307133,	4.761990,	11.508257	
21,14,	3.295178,	0.199270,	0.268386,	4.807992,	11.638560	
21,15,	3.395894,	0.180036,	0.273394,	4.670989,	11.625394	
21,16,	3.486057,	0.093025,	0.241546,	4.826996,	11.943351	
21,17,	3.319126,	0.249798,	0.259145,	4.692989,	11.703266	
21,18,	3.411680,	0.137537,	0.248081,	4.669971,	11.479302	
21,19,	3.339653,	0.158785,	0.229272,	4.829991,	11.848647	
21,20,	3.265964,	0.251987,	0.267572,	4.823069,	11.673591	
21,21,	3.177091,	0.113459,	0.351301,	4.925993,	11.680011	
21,22,	3.384135,	0.183908,	0.366461,	4.671966,	11.804708	
21,23,	3.120127,	0.160821,	0.298522,	4.659995,	11.666708	
21,24,	3.149804,	0.291179,	0.258235,	4.749992,	11.627332	
22,1,	6.249006,	1.826494,	0.245254,	4.824683,	21.116006	
22,2,	4.737007,	0.955182,	0.250726,	4.669986,	13.583930	
22,3,	4.179003,	0.667956,	0.251542,	4.707726,	12.393192	
22,4,	4.064007,	0.487547,	0.252256,	4.694732,	11.869746	
22,5,	3.797005,	0.504923,	0.233817,	4.804990,	11.542687	
22,6,	3.734004,	0.585931,	0.253199,	4.834990,	11.608208	
22,7,	3.523000,	0.518938,	0.195823,	4.760994,	11.058851	
22,8,	3.593554,	0.358389,	0.248405,	4.749993,	11.242453	
22,9,	3.589003,	0.456933,	0.250150,	4.760964,	11.296328	
22,10,	3.380005,	0.305597,	0.265149,	4.868991,	10.957005	
22,11,	3.393301,	0.384722,	0.261945,	4.815989,	11.151614	
22,12,	3.426003,	0.442972,	0.285459,	4.779963,	11.063016	
22,13,	3.293166,	0.068272,	0.266483,	4.715993,	10.805653	
22,14,	3.485226,	0.073326,	0.301121,	4.751991,	10.696427	
22,15,	3.324125,	0.135545,	0.236398,	4.604959,	10.457018	
22,16,	3.350002,	0.049026,	0.291810,	4.712027,	10.717671	
22,17,	3.573462,	0.146613,	0.269992,	4.790875,	10.803250	
22,18,	3.240267,	0.078609,	0.356113,	4.853990,	11.024221	
22,19,	3.271367,	0.210047,	0.263439,	4.715970,	10.813216	
22,20,	3.684029,	0.086315,	0.252869,	4.736755,	11.183789	
22,21,	3.208716,	0.216332,	0.280384,	4.679984,	10.618708	
22,22,	3.228025,	0.234612,	0.301151,	4.547988,	10.353776	
22,23,	3.494172,	0.280806,	0.259399,	4.758986,	11.088330	
22,24,	3.313333,	0.357218,	0.257442,	4.748993,	10.853811	
23,1,	6.685007,	2.009730,	0.267265,	5.167610,	23.013578	
23,2,	5.262007,	1.068306,	0.272571,	5.118992,	14.795029	
23,3,	4.565004,	0.799927,	0.268663,	4.914957,	13.235242	
23,4,	4.485364,	0.565471,	0.254496,	5.215991,	12.915024	
23,5,	4.244007,	0.535097,	0.240318,	5.048986,	12.783717	
23,6,	4.022006,	0.476893,	0.255504,	4.986991,	12.248114	
23,7,	3.967006,	0.655014,	0.273306,	5.123987,	12.011059	
23,8,	4.038006,	0.456921,	0.258418,	5.016993,	12.499762	
23,9,	3.892004,	0.473351,	0.335457,	5.099991,	11.947194	
23,10,	3.944003,	0.378929,	0.240700,	5.314000,	12.230174	
23,11,	3.658000,	0.386228,	0.248661,	5.032993,	11.887633	
23,12,	3.716036,	0.268711,	0.275705,	4.859961,	11.593254	
23,13,	4.099008,	0.062161,	0.259001,	5.187996,	11.262956	
23,14,	3.766287,	0.127737,	0.327484,	5.033955,	11.755695	
23,15,	3.587090,	0.256354,	0.245184,	5.100762,	11.816416	
23,16,	3.624831,	0.088932,	0.302029,	5.068991,	11.248488	
23,17,	3.792062,	0.153984,	0.302048,	5.029993,	11.663929	
23,18,	3.728156,	0.171616,	0.301671,	5.101985,	11.728088	
23,19,	3.662042,	0.223371,	0.286964,	5.100994,	11.734518	
23,20,	3.731920,	0.106127,	0.277844,	5.120828,	11.541013	
23,21,	3.400001,	0.203957,	0.390582,	5.081616,	11.783636	
23,22,	3.523412,	0.172128,	0.378953,	5.144992,	11.402961	
23,23,	3.813177,	0.159604,	0.269401,	5.058953,	11.576328	
23,24,	3.630596,	0.265336,	0.288096,	5.146995,	11.478949	
24,1,	6.630003,	1.992986,	0.270268,	5.201996,	17.979626	
24,2,	5.120004,	1.113933,	0.200565,	5.330992,	14.343245	
24,3,	4.376002,	0.773513,	0.271082,	5.124992,	12.806623	
24,4,	4.473009,	0.641919,	0.261441,	5.145990,	12.671420	
24,5,	4.276004,	0.565928,	0.256496,	5.395964,	12.372651	
24,6,	3.966002,	0.491755,	0.164388,	5.090990,	11.797097	
24,7,	3.914006,	0.452920,	0.270978,	4.960990,	11.475763	
24,8,	3.825004,	0.545932,	0.266761,	5.174995,	11.632539	
24,9,	4.114744,	0.486194,	0.266964,	5.378995,	11.704337	
24,10,	3.944317,	0.382618,	0.271663,	5.146994,	11.796851	
24,11,	3.901005,	0.374925,	0.311504,	5.114722,	11.340181	
24,12,	3.845006,	0.469925,	0.274422,	5.364994,	11.656843	
24,13,	3.965647,	0.102312,	0.278800,	5.255961,	11.201657	
24,14,	4.097076,	0.081441,	0.201630,	5.175990,	11.084908	
24,15,	3.645278,	0.089680,	0.420269,	5.203991,	11.015229	
24,16,	3.936491,	0.176565,	0.310457,	5.115993,	11.316679	
24,17,	3.634861,	0.215123,	0.306774,	5.156956,	11.116908	
24,18,	3.794789,	0.164150,	0.264775,	5.235990,	11.152893	
24,19,	3.681063,	0.098607,	0.346230,	5.098991,	11.142930	
24,20,	3.510242,	0.292252,	0.266778,	5.137990,	11.043849	
24,21,	3.608876,	0.161155,	0.289566,	5.281992,	11.267952	
24,22,	3.839008,	0.068284,	0.289103,	5.244989,	11.358680	
24,23,	3.507980,	0.315059,	0.267927,	5.166992,	11.253955	
24,24,	3.375665,	0.358276,	0.346755,	4.903985,	10.761468	
