MPI,	OMP,	Send MSG,	OMP time,	Array,	Recv msg,	total time
10,23,	0.527149,	0.252831,	0.068193,	0.312211,	1.566814,

10,24,	0.523611,	0.182812,	0.062979,	0.314422,	1.518977,

10,25,	0.281541,	0.157184,	0.071593,	0.235443,	1.100301,

10,26,	0.285952,	0.180132,	0.070442,	0.227616,	1.146868,

10,27,	0.279564,	0.135374,	0.119662,	0.223885,	1.131292,

10,28,	0.288478,	0.159352,	0.069731,	0.222790,	1.124030,

10,29,	0.289704,	0.165992,	0.076598,	0.223182,	1.141626,

10,30,	0.283534,	0.180811,	0.074826,	0.219951,	1.153947,

11,1,	0.538658,	0.405836,	0.054445,	0.616983,	3.135306,

11,2,	0.392511,	0.226918,	0.055545,	0.398642,	1.955674,

11,3,	0.344786,	0.182593,	0.055426,	0.352736,	1.606981,

11,4,	0.322231,	0.146391,	0.069514,	0.308223,	1.414752,

11,5,	0.311268,	0.136984,	0.069687,	0.288237,	1.306045,

11,6,	0.309364,	0.141607,	0.070392,	0.266386,	1.248762,

11,7,	0.305577,	0.129441,	0.070507,	0.266200,	1.217031,

11,8,	0.304106,	0.135064,	0.071764,	0.254182,	1.183333,

11,9,	0.308526,	0.152023,	0.064442,	0.244513,	1.167255,

11,10,	0.317092,	0.141388,	0.063833,	0.248191,	1.152191,

11,11,	0.320143,	0.166674,	0.062320,	0.252348,	1.192188,

11,12,	0.343480,	0.210219,	0.116358,	0.247062,	1.197432,

11,13,	0.334390,	0.160262,	0.073323,	0.236961,	1.167764,

11,14,	0.358963,	0.134604,	0.058626,	0.254087,	1.219498,

11,15,	0.348260,	0.125922,	0.062768,	0.276078,	1.267829,

11,16,	0.358050,	0.173442,	0.067966,	0.260064,	1.283987,

11,17,	0.422469,	0.165490,	0.133375,	0.271804,	1.349856,

11,18,	0.409761,	0.184286,	0.130328,	0.252150,	1.328172,

11,19,	0.417796,	0.218410,	0.068770,	0.289121,	1.444933,

11,20,	0.515390,	0.190620,	0.093311,	0.302839,	1.571274,

11,21,	0.544467,	0.227055,	0.066285,	0.325168,	1.639953,

11,22,	0.564728,	0.234018,	0.099344,	0.322433,	1.635335,

11,23,	0.564033,	0.178386,	0.064602,	0.315548,	1.648868,

11,24,	0.570292,	0.243005,	0.143981,	0.315247,	1.700040,

11,25,	0.290513,	0.200375,	0.067955,	0.224506,	1.205807,

11,26,	0.295669,	0.205695,	0.076446,	0.229739,	1.188499,

11,27,	0.291579,	0.147234,	0.071759,	0.229346,	1.206014,

11,28,	0.292180,	0.175424,	0.069803,	0.224344,	1.184284,

11,29,	0.291795,	0.185664,	0.072253,	0.221485,	1.263477,

11,30,	0.291336,	0.177526,	0.073074,	0.222796,	1.177418,

12,1,	0.539055,	0.408907,	0.054573,	0.617456,	2.108426,

12,2,	0.392376,	0.228041,	0.056062,	0.399558,	1.367954,

12,3,	0.347843,	0.179507,	0.055863,	0.350335,	1.168533,

12,4,	0.322342,	0.146454,	0.068978,	0.311444,	1.031808,

12,5,	0.311866,	0.156160,	0.056819,	0.285406,	1.004923,

12,6,	0.309393,	0.154149,	0.068219,	0.275180,	0.951019,

12,7,	0.307675,	0.163100,	0.071071,	0.268093,	0.948590,

12,8,	0.313886,	0.149732,	0.109793,	0.253554,	0.938499,

12,9,	0.300718,	0.181120,	0.070287,	0.245999,	0.951596,

12,10,	0.303337,	0.140451,	0.069366,	0.256796,	0.953328,

12,11,	0.319625,	0.176980,	0.071510,	0.259764,	0.962641,

12,12,	0.385356,	0.173436,	0.077237,	0.258839,	1.064418,

12,13,	0.378211,	0.199690,	0.095155,	0.268964,	1.064553,

12,14,	0.400584,	0.192217,	0.067864,	0.268947,	1.106469,

12,15,	0.392357,	0.163289,	0.098775,	0.258386,	1.086834,

12,16,	0.424815,	0.178759,	0.063620,	0.254894,	1.122764,

12,17,	0.445240,	0.178216,	0.062359,	0.260204,	1.171019,

12,18,	0.438728,	0.225215,	0.068310,	0.263549,	1.211047,

12,19,	0.462183,	0.243755,	0.057802,	0.282176,	1.225633,

12,20,	0.535703,	0.226282,	0.081541,	0.310901,	1.358199,

12,21,	0.550941,	0.246089,	0.097715,	0.319134,	1.366986,

