MPI,	OMP,	Send MSG,	OMP time,	Array,	Recv msg,	total time
































































































































































































































































































































































































































































































































































































